,lat,lon,average_temp,average_min_daily_temp,min_min_daily_temp,average_windchill,average_min_daily_windchill,min_min_daily_windchill,average_hi,average_max_daily_hi,avg_hrs_below_fr,total_hr_below_fr
33,24.5,-104.375,67.42094965216826,53.88293695685572,39.92453735351567,67.22211392981333,52.64214574626548,32.35021278816922,67.15044734046616,72.39915247962958,0.0,0.0
34,24.5,-103.75,68.2502668265011,55.5733995621928,39.544849853515665,68.08928465189084,54.55448277871564,31.676331374404064,67.9314307632938,72.89411777221687,0.0,0.0
35,24.5,-103.125,70.47378607246317,58.122346191406294,41.69641235351567,70.36293590148864,57.48744166319121,33.91178718447025,69.95154781911826,74.78547476790986,0.0,0.0
36,24.5,-102.5,71.03652308089015,58.270532007110305,40.99949462890629,70.89926830904884,57.46870815461386,35.816795611619746,70.44548506435304,75.36680182832993,0.0,0.0
37,24.5,-101.875,66.19896336587637,49.980787627830985,35.41514404296879,65.74723657867617,47.78230323442797,28.420139525686572,65.84462236173503,73.23304065336087,0.0,0.0
38,24.5,-101.25,64.72621028257228,48.850909204375924,35.620148925781294,64.2224556528398,46.21469389788732,28.69901413655886,64.45539034309824,71.76986050475762,0.0,0.0
39,24.5,-100.625,64.67299695304274,49.346059309712984,36.52718017578129,64.2171124962029,46.86064131526794,30.07352314208894,64.41904403004635,71.62511710411448,0.0,0.0
40,24.5,-100.0,67.4094765000933,53.272261908027616,38.656220703125044,67.1706466530688,51.841517702862404,32.51521283364284,66.97401161728119,73.14002305047606,0.0,0.0
41,24.5,-99.375,72.95112853661017,60.16399294735346,40.62914550781254,72.86792087814801,59.78377656215217,34.62807587039579,72.17850502493494,77.72747527651096,0.0,0.0
42,24.5,-98.75,72.8439513508658,60.85637356533098,42.46474121093754,72.72997905097316,60.36068837117853,35.66342238744355,72.49609177033413,78.18939924020577,0.0,0.0
43,24.5,-98.125,72.2418314421579,61.61316554380273,42.85805175781254,72.1453149143902,61.24092534635668,35.39934601215314,72.47146373573754,77.58714524579776,0.0,0.0
44,24.5,-97.5,67.07776345585172,65.61812777058465,50.12177246093754,67.07776345585172,65.61812777058465,50.12177246093754,67.07776345585172,68.21685357597444,0.0,0.0
45,24.5,-96.875,69.4201769916664,68.87277192876584,57.809235839843794,69.4201769916664,68.87277192876584,57.809235839843794,69.4201769916664,70.10737845088664,0.0,0.0
46,24.5,-96.25,71.10793375079555,70.5298385654407,61.29931762695317,71.10793375079555,70.5298385654407,61.29931762695317,71.10793375079555,71.80350518730258,0.0,0.0
47,24.5,-95.625,71.8166679502338,71.24393076007291,62.881239013671916,71.8166679502338,71.24393076007291,62.881239013671916,71.8166679502338,72.49057780405114,0.0,0.0
48,24.5,-95.0,72.35106270093603,71.75815757494298,63.76552856445316,72.35106270093603,71.75815757494298,63.76552856445316,72.35106270093603,72.95188816713491,0.0,0.0
49,24.5,-94.375,72.82324273955962,72.24763861152573,64.37274291992192,72.82324273955962,72.24763861152573,64.37274291992192,72.82324273955962,73.33681330648707,0.0,0.0
50,24.5,-93.75,73.13727890528997,72.60490536121846,64.27919433593755,73.13727890528997,72.60490536121846,64.27919433593755,73.13727890528997,73.54686202488593,0.0,0.0
51,24.5,-93.125,73.33441066441921,72.84943757132207,64.15263183593754,73.33441066441921,72.84943757132207,64.15263183593754,73.33441066441921,73.67734257044424,0.0,0.0
52,24.5,-92.5,73.37728943899782,72.94994334017296,64.56961791992191,73.37728943899782,72.94994334017296,64.56961791992191,73.37728943899782,73.68242652464454,0.0,0.0
53,24.5,-91.875,73.34861141933489,72.98517303809693,64.96122558593754,73.34861141933489,72.98517303809693,64.96122558593754,73.34861141933489,73.6413938235166,0.0,0.0
54,24.5,-91.25,73.29542277818324,72.93946003774583,64.59609497070318,73.29542277818324,72.93946003774583,64.59609497070318,73.29542277818324,73.57453090710594,0.0,0.0
55,24.5,-90.625,73.23374133506526,72.87778970439787,63.61171997070316,73.23374133506526,72.87778970439787,63.61171997070316,73.23374133506526,73.52089787515371,0.0,0.0
56,24.5,-90.0,73.17573352256522,72.82604718497639,63.147657470703166,73.17573352256522,72.82604718497639,63.147657470703166,73.17573352256522,73.46593290521861,0.0,0.0
57,24.5,-89.375,73.4965639298686,73.15502413974724,63.22741821289067,73.4965639298686,73.15502413974724,63.22741821289067,73.4965639298686,73.79478456647212,0.0,0.0
58,24.5,-88.75,74.14296491301467,73.80615171282484,63.68395507812504,74.14296491301467,73.80615171282484,63.68395507812504,74.14296491301467,74.46707501700757,0.0,0.0
59,24.5,-88.125,74.97150687228432,74.58373500866843,64.13703125000004,74.97150687228432,74.58373500866843,64.13703125000004,74.97150687228432,75.35545419757293,0.0,0.0
60,24.5,-87.5,75.94782358576751,75.5364817278573,65.45517089843754,75.94782358576751,75.5364817278573,65.45517089843754,75.98490840445577,76.41785123840589,0.0,0.0
61,24.5,-86.875,76.18497026764949,75.79393274885891,66.84845703125004,76.18497026764949,75.79393274885891,66.84845703125004,76.38274768497408,76.86052990514104,0.0,0.0
62,24.5,-86.25,76.0473276236888,75.65370708337,67.48764160156254,76.0473276236888,75.65370708337,67.48764160156254,76.15045606116183,76.60588929233133,0.0,0.0
63,24.5,-85.625,75.83257823815514,75.45367197101041,67.96576660156254,75.83257823815514,75.45367197101041,67.96576660156254,75.86003059084102,76.30693805913279,0.0,0.0
64,24.5,-85.0,75.4659033648888,75.0080362589976,66.66443603515629,75.4659033648888,75.0080362589976,66.66443603515629,75.4659033648888,75.90210796227625,0.0,0.0
65,24.5,-84.375,74.81774456924275,74.32894477758516,64.47804687500005,74.81774456924275,74.32894477758516,64.47804687500005,74.81774456924275,75.25296903803114,0.0,0.0
66,24.5,-83.75,74.16334455168654,73.73286364608944,64.00816162109379,74.16334455168654,73.73286364608944,64.00816162109379,74.16334455168654,74.53392805806712,0.0,0.0
67,24.5,-83.125,73.90692118441127,73.4840165247543,63.113984375000044,73.90692118441127,73.4840165247543,63.113984375000044,73.90692118441127,74.29153200985346,0.0,0.0
68,24.5,-82.5,73.76203003272587,73.32367538623599,61.76398437500004,73.76203003272587,73.32367538623599,61.76398437500004,73.76203003272587,74.19698231214896,0.0,0.0
69,24.5,-81.875,73.94723236769778,73.34109612282745,61.049104003906294,73.94723236769778,73.34109612282745,61.049104003906294,73.94723236769778,74.48023207075147,0.0,0.0
