,lat,lon,average_temp,average_min_daily_temp,min_min_daily_temp
1113,30.5,-75.625,296.29932,296.28662,295.6271
1114,30.5,-75.0,296.3677,296.3531,295.61414
1115,30.5,-74.375,296.63174,296.6185,295.80164
1116,30.5,-73.75,296.7861,296.76993,295.7782
1117,30.5,-73.125,296.82123,296.80505,295.68152
1118,30.5,-72.5,296.6379,296.61935,295.25385
1119,30.5,-71.875,296.29324,296.27588,295.01166
1120,30.5,-71.25,296.01898,296.0014,294.9942
1121,30.5,-70.625,295.89453,295.88058,295.05072
1122,30.5,-70.0,295.93582,295.92343,295.1659
1123,30.5,-69.375,296.07202,296.06104,295.32996
1124,30.5,-68.75,296.19345,296.18213,295.4237
1125,30.5,-68.125,296.25452,296.2434,295.43445
1126,30.5,-67.5,296.30463,296.29376,295.47058
1127,30.5,-66.875,296.35385,296.34308,295.45697
1128,31.0,-125.0,290.74878,290.72943,289.61218
1129,31.0,-124.375,290.76303,290.7448,289.82117
1130,31.0,-123.75,290.49442,290.47562,289.0575
1131,31.0,-123.125,289.94937,289.93475,288.77625
1132,31.0,-122.5,289.84662,289.83008,288.95593
1133,31.0,-121.875,289.64258,289.62656,288.8153
1134,31.0,-121.25,289.40503,289.3867,288.58093
1135,31.0,-120.625,289.30106,289.28464,288.4325
1136,31.0,-120.0,289.74307,289.7257,288.79187
1137,31.0,-119.375,290.08264,290.066,289.15906
1138,31.0,-118.75,290.1335,290.114,289.08453
1139,31.0,-118.125,290.08295,290.06134,289.01874
1140,31.0,-117.5,290.5244,290.50165,289.57343
1141,31.0,-116.875,290.31662,290.22168,289.4929
1142,31.0,-116.25,293.2053,289.72714,287.48523
1143,31.0,-115.625,290.8242,284.4425,279.81055
1144,31.0,-115.0,293.55905,288.18207,283.79373
1145,31.0,-114.375,291.47253,291.10565,289.56335
1146,31.0,-113.75,291.47076,290.88608,289.30783
1147,31.0,-113.125,293.6427,287.56927,285.12814
1148,31.0,-112.5,295.44794,284.98132,280.47433
1149,31.0,-111.875,294.51654,283.78073,280.02902
1150,31.0,-111.25,293.10733,282.5168,278.60883
1151,31.0,-110.625,289.61703,279.41733,274.60492
1152,31.0,-110.0,288.14642,277.85587,272.91156
1153,31.0,-109.375,288.55304,278.3262,273.56976
1154,31.0,-108.75,287.20554,277.88437,273.44965
1155,31.0,-108.125,287.41833,278.1138,273.85394
1156,31.0,-107.5,288.9175,278.7596,274.90277
1157,31.0,-106.875,287.98978,278.46332,274.72015
1158,31.0,-106.25,287.9265,278.81238,273.97385
1159,31.0,-105.625,288.28207,279.23373,273.48557
1160,31.0,-105.0,288.49945,279.5151,273.2092
1161,31.0,-104.375,288.14822,279.93912,271.55734
1162,31.0,-103.75,289.61755,281.67725,272.05734
1163,31.0,-103.125,289.89594,281.94708,272.30734
1164,31.0,-102.5,289.54593,281.72083,271.94162
1165,31.0,-101.875,287.76294,276.9396,271.35486
1166,31.0,-101.25,287.8088,277.24005,270.9889
1167,31.0,-100.625,287.70245,277.62515,271.12756
1168,31.0,-100.0,287.91626,278.26685,272.05164
1169,31.0,-99.375,288.31525,278.85385,272.51843
1170,31.0,-98.75,288.43536,279.37064,273.3778
1171,31.0,-98.125,288.45123,279.79953,273.4325
1172,31.0,-97.5,289.1283,280.80185,274.64148
1173,31.0,-96.875,289.49362,281.35727,275.08093
1174,31.0,-96.25,289.67398,281.8942,275.2157
1175,31.0,-95.625,288.9714,282.1607,275.29773
1176,31.0,-95.0,287.6401,281.85175,275.24695
1177,31.0,-94.375,286.8913,281.7908,275.92468
1178,31.0,-93.75,286.5294,281.64774,275.9989
1179,31.0,-93.125,286.33868,281.13538,275.29382
1180,31.0,-92.5,287.01962,281.2716,275.64343
1181,31.0,-91.875,287.04,281.30737,275.87073
1182,31.0,-91.25,286.69675,281.16437,275.15002
1183,31.0,-90.625,286.1675,280.95697,274.4137
1184,31.0,-90.0,286.0872,280.91815,274.1891
1185,31.0,-89.375,286.07092,280.87726,274.44885
1186,31.0,-88.75,287.22592,281.68085,275.28674
1187,31.0,-88.125,286.17133,281.21185,274.9266
1188,31.0,-87.5,286.53268,281.13455,274.53598
1189,31.0,-86.875,286.94174,281.48264,274.65317
1190,31.0,-86.25,287.4786,281.74487,274.91098
1191,31.0,-85.625,288.37466,282.34772,275.452
1192,31.0,-85.0,287.81552,279.69797,271.54208
1193,31.0,-84.375,287.50546,280.0094,271.18564
1194,31.0,-83.75,287.8937,280.1948,271.52353
1195,31.0,-83.125,288.0744,280.59543,271.66708
1196,31.0,-82.5,288.07767,281.0901,271.837
1197,31.0,-81.875,288.23288,282.11694,272.90732
1198,31.0,-81.25,289.066,288.29623,284.68173
1199,31.0,-80.625,293.0232,292.9951,291.12076
1200,31.0,-80.0,296.81097,296.7878,295.53632
1201,31.0,-79.375,298.47952,298.45178,297.55853
1202,31.0,-78.75,298.34766,298.3224,297.05164
1203,31.0,-78.125,298.00388,297.98093,296.58582
1204,31.0,-77.5,297.47607,297.45618,296.25476
1205,31.0,-76.875,297.04395,297.02383,295.86414
1206,31.0,-76.25,296.3543,296.3366,295.43445
1207,31.0,-75.625,296.1833,296.16974,295.48947
1208,31.0,-75.0,296.3836,296.36887,295.62976
1209,31.0,-74.375,296.58218,296.56793,295.7704
1210,31.0,-73.75,296.61423,296.5985,295.6952
1211,31.0,-73.125,296.52783,296.51196,295.45697
1212,31.0,-72.5,296.39038,296.376,295.21478
1213,31.0,-71.875,296.1604,296.14346,295.06433
1214,31.0,-71.25,295.9121,295.895,294.9179
1215,31.0,-70.625,295.76312,295.74768,294.87103
1216,31.0,-70.0,295.78806,295.77505,294.92957
1217,31.0,-69.375,295.90567,295.8932,295.18005
1218,31.0,-68.75,296.05756,296.04504,295.3363
1219,31.0,-68.125,296.1472,296.13434,295.3407
1220,31.0,-67.5,296.2406,296.23026,295.44843
1221,31.0,-66.875,296.3113,296.2994,295.41443
1222,31.5,-125.0,290.02002,290.0022,288.9403
1223,31.5,-124.375,290.00974,289.99298,289.01062
1224,31.5,-123.75,289.53986,289.5236,288.45593
1225,31.5,-123.125,288.81354,288.79694,287.78406
1226,31.5,-122.5,288.80902,288.79193,288.01062
1227,31.5,-121.875,289.13165,289.11655,288.33093
1228,31.5,-121.25,289.05072,289.03244,288.19812
1229,31.5,-120.625,289.28772,289.26907,288.54187
1230,31.5,-120.0,289.72232,289.7006,288.66687
1231,31.5,-119.375,289.7999,289.78098,288.65125
1232,31.5,-118.75,289.86307,289.84152,288.57996
1233,31.5,-118.125,289.9708,289.9516,289.09686
1234,31.5,-117.5,290.3425,290.3238,289.44135
1235,31.5,-116.875,291.2676,289.99072,288.78992
1236,31.5,-116.25,292.88376,287.47086,283.92773
1237,31.5,-115.625,291.11063,284.9032,279.73123
1238,31.5,-115.0,293.92816,288.60742,284.43436
1239,31.5,-114.375,290.722,289.2153,287.1571
1240,31.5,-113.75,292.3856,286.00653,283.77234
1241,31.5,-113.125,294.07367,284.72754,281.21262
1242,31.5,-112.5,294.12918,283.73865,278.822
1243,31.5,-111.875,292.43787,282.1127,277.91183
1244,31.5,-111.25,290.89886,280.5631,276.80414
1245,31.5,-110.625,288.37573,278.12158,273.3979
1246,31.5,-110.0,287.35275,277.09314,272.62054
1247,31.5,-109.375,287.12253,277.17673,273.0932
1248,31.5,-108.75,286.06107,276.7805,273.20355
1249,31.5,-108.125,286.75842,277.2571,273.3484
1250,31.5,-107.5,287.87292,277.90836,273.87183
1251,31.5,-106.875,286.87228,277.56192,273.86078
1252,31.5,-106.25,287.45572,278.31506,274.36935
1253,31.5,-105.625,287.44516,278.49222,273.6506
1254,31.5,-105.0,287.43134,278.7972,272.99533
1255,31.5,-104.375,288.36743,279.94266,273.42014
1256,31.5,-103.75,289.7469,281.11295,274.69064
1257,31.5,-103.125,289.30304,280.87982,274.12814
1258,31.5,-102.5,288.48288,280.6267,272.95334
1259,31.5,-101.875,286.8218,276.111,270.828
1260,31.5,-101.25,287.28918,276.90173,271.25183
1261,31.5,-100.625,287.46863,277.39334,271.61218
1262,31.5,-100.0,287.53186,277.86844,271.9618
1263,31.5,-99.375,287.69977,278.21613,272.29773
1264,31.5,-98.75,287.5152,278.3997,272.42664
1265,31.5,-98.125,287.57864,279.13037,272.78406
1266,31.5,-97.5,288.14053,280.1309,273.97937
1267,31.5,-96.875,288.56973,280.66336,274.33484
1268,31.5,-96.25,288.7405,281.08295,274.7235
1269,31.5,-95.625,288.35312,281.24213,274.57507
1270,31.5,-95.0,287.0702,280.9497,274.43835
1271,31.5,-94.375,286.18237,280.98444,275.10437
1272,31.5,-93.75,285.76465,281.0103,275.7567
1273,31.5,-93.125,285.90897,280.5057,274.66296
1274,31.5,-92.5,285.79797,280.2706,274.58948
1275,31.5,-91.875,286.33264,280.71194,274.984
1276,31.5,-91.25,286.15967,280.6139,274.28674
1277,31.5,-90.625,285.5391,280.25308,273.5387
1278,31.5,-90.0,285.62927,280.18707,273.70667
1279,31.5,-89.375,285.58496,280.19287,273.81604
1280,31.5,-88.75,285.32538,280.034,273.6598
1281,31.5,-88.125,285.3277,279.98846,274.03403
1282,31.5,-87.5,285.54947,280.07715,274.03207
1283,31.5,-86.875,285.56555,280.152,273.75278
1284,31.5,-86.25,286.10693,280.5383,273.87387
1285,31.5,-85.625,286.92538,281.04694,274.03012
1286,31.5,-85.0,286.96112,278.9522,271.07773
1287,31.5,-84.375,287.75482,279.5381,271.31357
1288,31.5,-83.75,287.4191,279.6966,271.32333
1289,31.5,-83.125,287.69907,280.07376,271.49228
1290,31.5,-82.5,288.23035,280.6738,271.85556
1291,31.5,-81.875,287.9758,281.1711,271.65732
1292,31.5,-81.25,288.09863,285.8314,280.33408
1293,31.5,-80.625,291.22748,291.15942,288.93475
1294,31.5,-80.0,295.1059,295.07996,293.48163
1295,31.5,-79.375,297.8118,297.78348,296.76117
1296,31.5,-78.75,298.499,298.4677,297.54242
1297,31.5,-78.125,298.46396,298.43137,297.30072
1298,31.5,-77.5,298.06876,298.03995,297.00314
1299,31.5,-76.875,297.41214,297.3873,296.54382
1300,31.5,-76.25,296.63272,296.61337,295.98132
1301,31.5,-75.625,296.28232,296.26468,295.4017
1302,31.5,-75.0,296.28506,296.2664,295.27554
1303,31.5,-74.375,296.345,296.33023,295.4395
1304,31.5,-73.75,296.31262,296.29642,295.5487
1305,31.5,-73.125,296.29858,296.28067,295.39246
1306,31.5,-72.5,296.20847,296.19513,295.2922
1307,31.5,-71.875,296.1779,296.1639,295.14832
1308,31.5,-71.25,295.90524,295.88925,294.836
1309,31.5,-70.625,295.6759,295.65982,294.58978
1310,31.5,-70.0,295.61972,295.60565,294.56726
1311,31.5,-69.375,295.67987,295.6671,294.86414
1312,31.5,-68.75,295.82278,295.80887,295.07507
1313,31.5,-68.125,295.906,295.89032,295.05164
1314,31.5,-67.5,295.97552,295.96198,295.04382
1315,31.5,-66.875,296.02292,296.0088,295.0282
1316,32.0,-125.0,289.67755,289.66318,288.91687
1317,32.0,-124.375,289.41934,289.40405,288.5028
1318,32.0,-123.75,288.87036,288.85144,287.76062
1319,32.0,-123.125,288.13913,288.11963,287.20523
1320,32.0,-122.5,287.88953,287.87094,287.33093
1321,32.0,-121.875,288.18863,288.17288,287.52625
1322,32.0,-121.25,288.33237,288.31348,287.45593
1323,32.0,-120.625,288.65247,288.63412,287.8778
1324,32.0,-120.0,289.2824,289.26056,288.38562
1325,32.0,-119.375,289.55618,289.5355,288.32312
1326,32.0,-118.75,289.51654,289.49594,288.14343
1327,32.0,-118.125,289.59494,289.57727,288.3075
1328,32.0,-117.5,289.67834,289.60736,288.65936
1329,32.0,-116.875,292.21878,288.9358,286.57898
1330,32.0,-116.25,289.815,284.52173,280.51773
1331,32.0,-115.625,292.4838,286.43466,281.2664
1332,32.0,-115.0,294.26007,287.47513,283.5906
1333,32.0,-114.375,292.74646,285.95596,282.18445
1334,32.0,-113.75,292.89114,282.4591,279.19308
1335,32.0,-113.125,293.78583,283.1139,278.8337
1336,32.0,-112.5,292.67563,282.19043,277.81808
1337,32.0,-111.875,291.79633,281.32324,277.2595
1338,32.0,-111.25,290.95837,280.549,276.76508
1339,32.0,-110.625,288.32913,277.86966,273.83148
1340,32.0,-110.0,287.04443,276.79736,272.70874
1341,32.0,-109.375,286.0864,276.45602,272.42957
1342,32.0,-108.75,285.75876,276.59222,272.39233
1343,32.0,-108.125,286.1768,277.01776,272.93042
1344,32.0,-107.5,287.12408,277.5288,273.45776
1345,32.0,-106.875,287.0117,277.39645,273.6811
1346,32.0,-106.25,287.00723,278.01447,274.2143
1347,32.0,-105.625,286.42114,277.97104,274.03168
1348,32.0,-105.0,286.95264,278.5359,273.46115
1349,32.0,-104.375,288.03165,279.53268,274.17502
1350,32.0,-103.75,288.61816,279.93634,274.75705
1351,32.0,-103.125,288.1304,279.93726,274.00217
1352,32.0,-102.5,287.61514,279.8009,272.9465
1353,32.0,-101.875,286.47968,275.8096,270.52722
1354,32.0,-101.25,286.68213,276.38556,270.8739
1355,32.0,-100.625,286.6868,276.74863,270.97546
1356,32.0,-100.0,286.73395,277.05756,271.20105
1357,32.0,-99.375,286.88193,277.54666,271.73328
1358,32.0,-98.75,286.74286,277.8427,272.01843
1359,32.0,-98.125,286.95297,278.64285,272.5204
1360,32.0,-97.5,287.43155,279.5494,273.16928
1361,32.0,-96.875,287.90042,279.97144,273.50424
1362,32.0,-96.25,287.92215,280.40973,274.3661
1363,32.0,-95.625,287.51657,280.33575,274.0321
1364,32.0,-95.0,286.73117,280.23267,273.83093
1365,32.0,-94.375,285.88278,280.09338,274.02625
1366,32.0,-93.75,285.39932,280.04446,274.86218
1367,32.0,-93.125,285.10748,279.68225,274.1571
1368,32.0,-92.5,284.78568,279.39627,273.69885
1369,32.0,-91.875,285.53763,279.8118,274.08948
1370,32.0,-91.25,285.77762,280.1025,273.68323
1371,32.0,-90.625,285.32388,279.9403,273.10315
1372,32.0,-90.0,285.1084,279.69336,272.93518
1373,32.0,-89.375,284.93365,279.6274,273.05823
1374,32.0,-88.75,284.69504,279.48196,273.21252
1375,32.0,-88.125,284.77234,279.39923,273.5426
1376,32.0,-87.5,285.15717,279.51965,273.69104
1377,32.0,-86.875,285.42325,279.77554,273.73715
1378,32.0,-86.25,285.42755,279.98346,273.484
1379,32.0,-85.625,285.90363,280.29782,273.37073
1380,32.0,-85.0,285.2696,278.36386,270.62704
1381,32.0,-84.375,286.37643,278.67636,270.88876
1382,32.0,-83.75,286.60834,279.1028,271.08847
1383,32.0,-83.125,287.15472,279.5577,271.23935
1384,32.0,-82.5,287.90497,280.14896,271.35165
1385,32.0,-81.875,288.01376,280.66632,271.51572
1386,32.0,-81.25,287.55624,282.72223,274.94345
1387,32.0,-80.625,289.68784,288.42557,285.0958
1388,32.0,-80.0,292.61282,292.58575,290.78632
1389,32.0,-79.375,296.21945,296.18777,294.85663
1390,32.0,-78.75,297.695,297.6604,296.66742
1391,32.0,-78.125,298.1344,298.0993,296.89224
1392,32.0,-77.5,298.3132,298.27905,297.26724
1393,32.0,-76.875,298.05356,298.02335,297.486
1394,32.0,-76.25,297.1636,297.13605,296.66882
1395,32.0,-75.625,296.3819,296.3592,295.56287
1396,32.0,-75.0,296.04684,296.02502,294.9673
1397,32.0,-74.375,295.9143,295.8961,294.99408
1398,32.0,-73.75,295.91113,295.8926,295.2364
1399,32.0,-73.125,296.0634,296.04233,295.35632
1400,32.0,-72.5,296.0344,296.01917,295.36755
1401,32.0,-71.875,296.02423,296.01163,295.1737
1402,32.0,-71.25,295.7981,295.7826,294.82996
1403,32.0,-70.625,295.63937,295.6211,294.55945
1404,32.0,-70.0,295.5196,295.50366,294.45007
1405,32.0,-69.375,295.49597,295.48117,294.6532
1406,32.0,-68.75,295.57468,295.55872,294.80164
1407,32.0,-68.125,295.62836,295.6113,294.73132
1408,32.0,-67.5,295.6274,295.6113,294.60632
1409,32.0,-66.875,295.5914,295.57504,294.55164
1410,32.5,-125.0,289.41916,289.39902,288.18924
1411,32.5,-124.375,289.3544,289.33795,288.4071
1412,32.5,-123.75,288.84906,288.83136,287.85437
1413,32.5,-123.125,288.16562,288.14664,287.49515
1414,32.5,-122.5,287.78006,287.76233,287.39972
1415,32.5,-121.875,287.7982,287.78098,287.3189
1416,32.5,-121.25,287.9718,287.95236,286.9325
1417,32.5,-120.625,288.22827,288.20734,287.01843
1418,32.5,-120.0,288.46643,288.44824,287.7528
1419,32.5,-119.375,288.89532,288.87592,287.9325
1420,32.5,-118.75,289.227,289.15436,287.8778
1421,32.5,-118.125,289.18478,289.11603,287.94843
1422,32.5,-117.5,290.26624,289.23267,288.0031
1423,32.5,-116.875,291.61127,287.27463,284.1621
1424,32.5,-116.25,289.5183,284.06598,279.55545
1425,32.5,-115.625,294.02466,287.57706,282.38748
1426,32.5,-115.0,293.90146,286.5758,283.38358
1427,32.5,-114.375,293.36685,286.3074,281.917
1428,32.5,-113.75,292.0651,281.43344,277.9509
1429,32.5,-113.125,292.95618,282.31406,277.96262
1430,32.5,-112.5,291.7434,281.27097,277.25558
1431,32.5,-111.875,291.60477,280.96786,277.47433
1432,32.5,-111.25,291.6065,281.03015,277.2009
1433,32.5,-110.625,288.2724,278.1228,274.49945
1434,32.5,-110.0,286.51334,276.48828,272.62085
1435,32.5,-109.375,286.8747,276.8937,273.0476
1436,32.5,-108.75,285.81027,276.82294,272.90503
1437,32.5,-108.125,285.28305,276.68332,272.9519
1438,32.5,-107.5,286.52982,277.37338,273.29565
1439,32.5,-106.875,286.45352,277.0123,273.69086
1440,32.5,-106.25,286.0377,277.5408,273.5385
1441,32.5,-105.625,284.50122,277.28513,272.50363
1442,32.5,-105.0,286.3892,278.55695,273.22113
1443,32.5,-104.375,287.97226,279.40018,274.40256
1444,32.5,-103.75,287.54865,279.1798,273.91135
1445,32.5,-103.125,287.2598,279.34406,273.3215
1446,32.5,-102.5,287.29797,279.45892,272.90842
1447,32.5,-101.875,286.14,275.5094,270.25085
1448,32.5,-101.25,286.3146,276.05984,270.61902
1449,32.5,-100.625,286.09454,276.32367,270.56042
1450,32.5,-100.0,286.02634,276.6427,270.9276
1451,32.5,-99.375,286.17627,277.11652,271.55075
1452,32.5,-98.75,286.25458,277.63098,272.10632
1453,32.5,-98.125,286.51166,278.17636,272.51257
1454,32.5,-97.5,286.84818,278.75638,272.07944
1455,32.5,-96.875,287.35828,279.3803,272.74936
1456,32.5,-96.25,287.17728,279.72485,273.50034
1457,32.5,-95.625,286.77798,279.76016,273.8661
1458,32.5,-95.0,286.32364,279.73422,273.67273
1459,32.5,-94.375,285.40326,279.5748,273.9657
1460,32.5,-93.75,285.2986,279.51743,274.41565
1461,32.5,-93.125,284.48636,279.12894,273.45667
1462,32.5,-92.5,284.2985,278.98694,273.02307
1463,32.5,-91.875,285.3424,279.37674,273.51526
1464,32.5,-91.25,285.47662,279.6272,273.3844
1465,32.5,-90.625,285.59534,279.80997,273.40002
1466,32.5,-90.0,284.92938,279.59885,273.04456
1467,32.5,-89.375,284.45752,279.3031,272.52307
1468,32.5,-88.75,284.2134,279.09915,272.7633
1469,32.5,-88.125,284.7846,279.26553,273.16174
1470,32.5,-87.5,284.78842,279.22394,273.1637
1471,32.5,-86.875,285.34445,279.6334,273.27502
1472,32.5,-86.25,285.94122,280.23303,273.62854
1473,32.5,-85.625,285.0656,279.79877,272.74182
1474,32.5,-85.0,284.28445,277.6597,269.9733
1475,32.5,-84.375,284.55664,277.8212,269.99554
1476,32.5,-83.75,285.56393,278.391,270.4869
1477,32.5,-83.125,286.00354,278.92413,270.26425
1478,32.5,-82.5,287.167,279.5423,271.03378
1479,32.5,-81.875,287.61536,280.04703,271.20273
1480,32.5,-81.25,286.70694,280.36774,271.0294
1481,32.5,-80.625,289.22394,284.30893,278.05283
1482,32.5,-80.0,290.07712,288.15878,284.2325
1483,32.5,-79.375,293.12982,292.98743,291.18173
1484,32.5,-78.75,296.0558,296.02435,294.67694
1485,32.5,-78.125,297.26587,297.224,295.60318
1486,32.5,-77.5,297.83157,297.78607,296.07974
1487,32.5,-76.875,298.09152,298.0485,296.96255
1488,32.5,-76.25,297.5458,297.5102,296.9049
1489,32.5,-75.625,296.60016,296.57013,296.037
1490,32.5,-75.0,295.87067,295.84445,294.87976
1491,32.5,-74.375,295.64322,295.62347,294.80975
1492,32.5,-73.75,295.6635,295.64114,294.94257
1493,32.5,-73.125,295.88052,295.858,295.3145
1494,32.5,-72.5,295.85754,295.84125,295.33777
1495,32.5,-71.875,295.77728,295.7636,295.12885
1496,32.5,-71.25,295.72797,295.71387,294.9179
1497,32.5,-70.625,295.65158,295.6346,294.67664
1498,32.5,-70.0,295.50278,295.48526,294.4735
1499,32.5,-69.375,295.4051,295.38828,294.55164
1500,32.5,-68.75,295.4271,295.41254,294.60632
1501,32.5,-68.125,295.45367,295.43796,294.55164
1502,32.5,-67.5,295.4195,295.404,294.49695
1503,32.5,-66.875,295.34573,295.32928,294.48132
1504,33.0,-125.0,288.5108,288.49054,287.45523
1505,33.0,-124.375,289.14075,289.1214,287.97156
1506,33.0,-123.75,289.03772,289.01807,287.7528
1507,33.0,-123.125,288.47354,288.45657,287.40906
1508,33.0,-122.5,288.03482,288.01675,287.58093
1509,33.0,-121.875,287.89172,287.87387,287.39447
1510,33.0,-121.25,287.60052,287.5826,286.85437
1511,33.0,-120.625,287.86172,287.84137,287.015
1512,33.0,-120.0,287.78302,287.76315,287.21735
1513,33.0,-119.375,288.33588,288.15683,287.3625
1514,33.0,-118.75,289.03754,288.87827,287.675
1515,33.0,-118.125,289.434,288.9559,287.97968
1516,33.0,-117.5,291.126,289.0254,287.16617
1517,33.0,-116.875,291.20847,286.16736,282.43945
1518,33.0,-116.25,291.27655,285.2565,280.50467
1519,33.0,-115.625,293.1593,287.28925,283.32108
1520,33.0,-115.0,293.30853,286.06573,282.5381
1521,33.0,-114.375,294.36545,287.1295,282.27246
1522,33.0,-113.75,292.5902,281.9986,278.6462
1523,33.0,-113.125,292.33078,281.9274,278.447
1524,33.0,-112.5,291.23697,280.84317,277.65402
1525,33.0,-111.875,291.18472,280.8994,277.70258
1526,33.0,-111.25,290.87402,280.8014,276.61105
1527,33.0,-110.625,288.30334,278.5038,274.5837
1528,33.0,-110.0,286.4683,276.92654,273.43628
1529,33.0,-109.375,286.44424,276.87296,273.35815
1530,33.0,-108.75,285.1136,276.3213,272.52316
1531,33.0,-108.125,280.9628,274.65167,269.78683
1532,33.0,-107.5,285.50314,276.76807,272.65598
1533,33.0,-106.875,284.71185,276.1019,272.64035
1534,33.0,-106.25,285.17822,277.1046,273.08957
1535,33.0,-105.625,282.49542,276.40698,270.75266
1536,33.0,-105.0,286.0688,278.50717,272.63367
1537,33.0,-104.375,287.75192,279.03894,274.60004
1538,33.0,-103.75,286.57095,278.33362,273.468
1539,33.0,-103.125,286.53662,278.655,272.46115
1540,33.0,-102.5,286.6433,278.83432,272.39474
1541,33.0,-101.875,285.48495,275.05075,270.12097
1542,33.0,-101.25,285.9806,275.8112,270.37488
1543,33.0,-100.625,286.0157,276.2499,270.58386
1544,33.0,-100.0,285.80963,276.4881,270.9911
1545,33.0,-99.375,285.61166,276.72272,271.29538
1546,33.0,-98.75,285.6757,277.18588,271.86414
1547,33.0,-98.125,285.88806,277.688,272.02625
1548,33.0,-97.5,286.13907,278.07095,271.39975
1549,33.0,-96.875,286.4133,278.86105,272.42514
1550,33.0,-96.25,286.22324,278.93048,272.306
1551,33.0,-95.625,285.89783,278.97937,272.51108
1552,33.0,-95.0,285.62112,278.9298,272.80554
1553,33.0,-94.375,284.8687,279.115,273.23328
1554,33.0,-93.75,284.70605,278.9732,273.54846
1555,33.0,-93.125,284.24014,278.6013,272.6344
1556,33.0,-92.5,283.9026,278.4704,272.3844
1557,33.0,-91.875,284.29764,278.7081,272.55627
1558,33.0,-91.25,285.17407,279.15277,273.04065
1559,33.0,-90.625,285.1428,279.22617,273.02112
1560,33.0,-90.0,284.39914,278.9719,272.33752
1561,33.0,-89.375,283.97583,278.79065,271.66858
1562,33.0,-88.75,284.30313,278.91296,272.1344
1563,33.0,-88.125,284.3882,278.80405,272.38245
1564,33.0,-87.5,284.24274,278.8621,272.3004
1565,33.0,-86.875,284.03314,278.8549,271.97815
1566,33.0,-86.25,283.83865,279.0581,271.8629
1567,33.0,-85.625,283.8329,279.04224,271.45667
1568,33.0,-85.0,283.2197,276.9865,269.1208
1569,33.0,-84.375,283.4429,277.13522,269.3781
1570,33.0,-83.75,284.09564,277.69885,269.6376
1571,33.0,-83.125,284.62057,278.15518,269.97153
1572,33.0,-82.5,285.75195,278.7663,270.5284
1573,33.0,-81.875,286.52185,279.3026,270.7784
1574,33.0,-81.25,286.01385,279.54562,270.8795
1575,33.0,-80.625,286.4054,280.55066,271.90732
1576,33.0,-80.0,286.70084,282.30038,274.18173
1577,33.0,-79.375,289.19592,287.63525,282.96298
1578,33.0,-78.75,293.0998,292.92615,290.8458
1579,33.0,-78.125,295.82983,295.79874,294.0285
1580,33.0,-77.5,297.1713,297.11935,295.12805
1581,33.0,-76.875,297.76492,297.71878,296.09537
1582,33.0,-76.25,297.81534,297.78088,297.12366
1583,33.0,-75.625,297.0376,297.00198,296.12366
1584,33.0,-75.0,296.13342,296.0967,295.20038
1585,33.0,-74.375,295.62933,295.60138,294.7707
1586,33.0,-73.75,295.65097,295.62015,294.94257
1587,33.0,-73.125,295.74564,295.72217,295.2364
1588,33.0,-72.5,295.62854,295.6117,295.1895
1589,33.0,-71.875,295.59607,295.57867,294.97076
1590,33.0,-71.25,295.6192,295.60236,294.88666
1591,33.0,-70.625,295.5653,295.5503,294.63757
1592,33.0,-70.0,295.43842,295.42166,294.43445
1593,33.0,-69.375,295.31265,295.2979,294.50476
1594,33.0,-68.75,295.34058,295.3263,294.52527
1595,33.0,-68.125,295.37186,295.35544,294.5282
1596,33.0,-67.5,295.33392,295.31827,294.5204
1597,33.0,-66.875,295.29532,295.28094,294.56726
1598,33.5,-125.0,288.00137,287.98514,287.5568
1599,33.5,-124.375,288.688,288.66708,288.03406
1600,33.5,-123.75,288.87744,288.8542,287.67468
1601,33.5,-123.125,288.4018,288.37888,286.6278
1602,33.5,-122.5,288.31296,288.28717,286.58093
1603,33.5,-121.875,288.0218,287.99957,286.90125
1604,33.5,-121.25,287.4045,287.3859,286.72726
1605,33.5,-120.625,287.35886,287.27063,286.77414
1606,33.5,-120.0,287.60287,287.54193,287.1828
1607,33.5,-119.375,288.39682,288.3524,287.48718
1608,33.5,-118.75,289.0132,288.7853,287.79117
1609,33.5,-118.125,291.4462,288.88907,287.2168
1610,33.5,-117.5,292.5681,288.0283,284.85367
1611,33.5,-116.875,290.12332,284.25894,279.37695
1612,33.5,-116.25,291.30737,285.50626,281.1453
1613,33.5,-115.625,291.6501,285.71088,281.6453
1614,33.5,-115.0,292.71243,285.72952,281.5203
1615,33.5,-114.375,293.4009,286.3379,280.74902
1616,33.5,-113.75,291.5,280.83673,276.822
1617,33.5,-113.125,291.64117,281.6736,277.86496
1618,33.5,-112.5,291.73715,281.60886,277.87277
1619,33.5,-111.875,291.56186,281.40372,277.447
1620,33.5,-111.25,289.58652,279.70935,275.06808
1621,33.5,-110.625,287.29813,277.53284,273.1677
1622,33.5,-110.0,284.98096,276.4154,272.0007
1623,33.5,-109.375,282.5957,274.66785,270.196
1624,33.5,-108.75,280.16702,273.2037,268.45593
1625,33.5,-108.125,279.70218,273.13086,268.63693
1626,33.5,-107.5,282.83002,275.17593,270.88937
1627,33.5,-106.875,284.98044,276.37894,272.49973
1628,33.5,-106.25,283.6652,276.07886,271.87766
1629,33.5,-105.625,281.6643,275.65475,270.72238
1630,33.5,-105.0,285.18982,277.6541,272.51355
1631,33.5,-104.375,286.99646,278.26544,274.4516
