,lat,lon,average_temp,min_daily_temp,hrs_below_freezing,day_below_freezing
0,25.0,-125.0,294.84583,294.83963,0,0
1,25.0,-124.375,294.67786,294.67432,0,0
2,25.0,-123.75,294.51868,294.5115,0,0
3,25.0,-123.125,294.58313,294.574,0,0
4,25.0,-122.5,294.8429,294.83557,0,0
5,25.0,-121.875,294.90247,294.89847,0,0
6,25.0,-121.25,294.82434,294.81995,0,0
7,25.0,-120.625,294.30676,294.3041,0,0
8,25.0,-120.0,294.26575,294.2537,0,0
9,25.0,-119.375,294.46106,294.449,0,0
10,25.0,-118.75,294.4679,294.45398,0,0
11,25.0,-118.125,294.69934,294.68338,0,0
12,25.0,-117.5,294.54602,294.52713,0,0
13,25.0,-116.875,294.2882,294.2743,0,0
14,25.0,-116.25,294.39954,294.39148,0,0
15,25.0,-115.625,294.2091,294.20398,0,0
16,25.0,-115.0,294.40247,294.3787,0,0
17,25.0,-114.375,295.37512,295.36307,0,0
18,25.5,-125.0,294.5968,294.58182,0,0
19,25.5,-124.375,294.49915,294.49588,0,0
20,25.5,-123.75,294.33118,294.324,0,0
21,25.5,-123.125,294.3595,294.34744,0,0
22,25.5,-122.5,294.4884,294.484,0,0
23,25.5,-121.875,294.5841,294.57898,0,0
24,25.5,-121.25,294.40637,294.40213,0,0
25,25.5,-120.625,293.85266,293.8446,0,0
26,25.5,-120.0,293.47864,293.46463,0,0
27,25.5,-119.375,293.6388,293.62088,0,0
28,25.5,-118.75,293.81653,293.80554,0,0
29,25.5,-118.125,294.22668,294.21463,0,0
30,25.5,-117.5,294.40344,294.3865,0,0
31,25.5,-116.875,294.14856,294.1365,0,0
32,25.5,-116.25,293.9972,293.98807,0,0
33,25.5,-115.625,293.8097,293.80057,0,0
34,25.5,-115.0,294.1261,294.10526,0,0
35,25.5,-114.375,294.41125,294.39432,0,0
36,26.0,-125.0,294.34778,294.324,0,0
37,26.0,-124.375,294.0968,294.0868,0,0
38,26.0,-123.75,293.85852,293.8512,0,0
39,26.0,-123.125,293.70715,293.6912,0,0
40,26.0,-122.5,293.797,293.79276,0,0
41,26.0,-121.875,294.1222,294.11804,0,0
42,26.0,-121.25,294.1681,294.1637,0,0
43,26.0,-120.625,293.56848,293.55838,0,0
44,26.0,-120.0,293.31555,293.30057,0,0
45,26.0,-119.375,293.44348,293.42557,0,0
46,26.0,-118.75,293.46497,293.449,0,0
47,26.0,-118.125,293.66125,293.65213,0,0
48,26.0,-117.5,294.0177,294.0115,0,0
49,26.0,-116.875,294.10266,294.0946,0,0
50,26.0,-116.25,293.89172,293.8865,0,0
51,26.0,-115.625,293.62512,293.61307,0,0
52,26.0,-115.0,293.6671,293.65213,0,0
53,26.0,-114.375,293.72668,293.71463,0,0
54,26.5,-125.0,294.23157,294.20682,0,0
55,26.5,-124.375,293.8507,293.824,0,0
56,26.5,-123.75,293.56946,293.55838,0,0
57,26.5,-123.125,293.38684,293.37088,0,0
58,26.5,-122.5,293.2804,293.27307,0,0
59,26.5,-121.875,293.63782,293.63367,0,0
60,26.5,-121.25,294.06848,294.06335,0,0
61,26.5,-120.625,293.4171,293.40213,0,0
62,26.5,-120.0,293.07434,293.05057,0,0
63,26.5,-119.375,293.1515,293.1287,0,0
64,26.5,-118.75,293.22668,293.21463,0,0
65,26.5,-118.125,293.2384,293.23026,0,0
66,26.5,-117.5,293.46204,293.46008,0,0
67,26.5,-116.875,293.80676,293.80057,0,0
68,26.5,-116.25,293.66516,293.65213,0,0
69,26.5,-115.625,293.33313,293.30057,0,0
70,26.5,-115.0,292.84778,292.824,0,0
71,26.5,-114.375,293.18372,293.12088,0,0
72,27.0,-125.0,294.16125,294.14432,0,0
73,27.0,-124.375,293.8175,293.80057,0,0
74,27.0,-123.75,293.32336,293.30838,0,0
75,27.0,-123.125,293.05774,293.04773,0,0
76,27.0,-122.5,293.04114,293.03494,0,0
77,27.0,-121.875,293.2716,293.26648,0,0
78,27.0,-121.25,293.83606,293.8162,0,0
79,27.0,-120.625,293.3683,293.34744,0,0
80,27.0,-120.0,292.7843,292.7615,0,0
81,27.0,-119.375,292.83508,292.80838,0,0
82,27.0,-118.75,292.72375,292.7118,0,0
83,27.0,-118.125,292.76477,292.75867,0,0
84,27.0,-117.5,293.06165,293.05554,0,0
85,27.0,-116.875,293.2345,293.22244,0,0
86,27.0,-116.25,292.80188,292.78494,0,0
87,27.0,-115.625,292.71692,292.68338,0,0
88,27.0,-115.0,292.3683,292.2537,0,0
89,27.0,-114.375,294.37903,292.74588,0,0
90,27.5,-125.0,294.00305,293.99304,0,0
91,27.5,-124.375,293.7013,293.68835,0,0
92,27.5,-123.75,293.08704,293.07898,0,0
93,27.5,-123.125,292.90442,292.90088,0,0
94,27.5,-122.5,293.02454,293.0115,0,0
95,27.5,-121.875,293.16614,293.15994,0,0
96,27.5,-121.25,293.422,293.40994,0,0
97,27.5,-120.625,293.33313,293.3162,0,0
98,27.5,-120.0,292.7765,292.7615,0,0
99,27.5,-119.375,292.75305,292.73807,0,0
100,27.5,-118.75,292.66223,292.6571,0,0
101,27.5,-118.125,292.29114,292.28494,0,0
102,27.5,-117.5,292.57727,292.56335,0,0
103,27.5,-116.875,292.86047,292.83963,0,0
104,27.5,-116.25,292.04114,292.0115,0,0
105,27.5,-115.625,291.62024,291.60526,0,0
106,27.5,-115.0,293.047,292.18338,0,0
107,27.5,-114.375,296.31653,293.11307,0,0
108,28.0,-125.0,293.70325,293.6912,0,0
109,28.0,-124.375,293.66223,293.65213,0,0
110,28.0,-123.75,293.005,292.99588,0,0
111,28.0,-123.125,292.8341,292.82898,0,0
112,28.0,-122.5,292.8683,292.86023,0,0
113,28.0,-121.875,292.9347,292.92273,0,0
114,28.0,-121.25,292.8849,292.86307,0,0
115,28.0,-120.625,292.90735,292.8865,0,0
116,28.0,-120.0,292.92493,292.90994,0,0
117,28.0,-119.375,292.90344,292.8865,0,0
118,28.0,-118.75,292.78723,292.7837,0,0
119,28.0,-118.125,292.1173,292.11307,0,0
120,28.0,-117.5,292.20422,292.18835,0,0
121,28.0,-116.875,292.52356,292.5037,0,0
122,28.0,-116.25,292.1466,292.11307,0,0
123,28.0,-115.625,291.38293,291.35526,0,0
124,28.0,-115.0,293.06165,292.37088,0,0
125,28.0,-114.375,294.33704,292.62088,0,0
126,28.5,-125.0,293.14075,293.12088,0,0
127,28.5,-124.375,293.213,293.20682,0,0
128,28.5,-123.75,292.86926,292.86307,0,0
129,28.5,-123.125,292.71497,292.70398,0,0
130,28.5,-122.5,292.60168,292.58963,0,0
131,28.5,-121.875,292.40637,292.3865,0,0
132,28.5,-121.25,292.39465,292.36307,0,0
133,28.5,-120.625,292.36536,292.33182,0,0
134,28.5,-120.0,292.63196,292.60526,0,0
135,28.5,-119.375,292.9806,292.96463,0,0
136,28.5,-118.75,292.66418,292.65994,0,0
137,28.5,-118.125,291.95813,291.949,0,0
138,28.5,-117.5,291.9923,291.98026,0,0
139,28.5,-116.875,292.37512,292.35526,0,0
140,28.5,-116.25,292.10852,292.08963,0,0
141,28.5,-115.625,291.37903,291.35526,0,0
142,28.5,-115.0,291.79895,291.59744,0,0
143,28.5,-114.375,292.80872,291.6912,0,0
144,29.0,-125.0,292.51965,292.5037,0,0
145,29.0,-124.375,292.54407,292.52713,0,0
146,29.0,-123.75,292.52454,292.52258,0,0
147,29.0,-123.125,292.4591,292.449,0,0
148,29.0,-122.5,292.4181,292.40213,0,0
149,29.0,-121.875,292.27063,292.2537,0,0
150,29.0,-121.25,292.1173,292.08182,0,0
151,29.0,-120.625,292.11145,292.0662,0,0
152,29.0,-120.0,292.44543,292.40994,0,0
153,29.0,-119.375,292.66907,292.65213,0,0
154,29.0,-118.75,292.22473,292.1365,0,0
155,29.0,-118.125,293.339,292.2537,0,0
156,29.0,-117.5,291.85754,291.8446,0,0
157,29.0,-116.875,292.255,292.24588,0,0
158,29.0,-116.25,291.97668,291.97244,0,0
159,29.0,-115.625,290.76575,290.7537,0,0
160,29.0,-115.0,291.0265,290.65994,0,0
161,29.0,-114.375,292.8673,290.62088,0,0
162,29.5,-125.0,292.22668,292.21463,0,0
163,29.5,-124.375,292.07336,292.05057,0,0
164,29.5,-123.75,292.0968,292.08963,0,0
165,29.5,-123.125,291.97668,291.97244,0,0
166,29.5,-122.5,291.92493,291.91776,0,0
167,29.5,-121.875,291.9464,291.94446,0,0
168,29.5,-121.25,291.77747,291.73807,0,0
169,29.5,-120.625,291.76184,291.71463,0,0
170,29.5,-120.0,291.92688,291.90213,0,0
171,29.5,-119.375,291.81262,291.80838,0,0
172,29.5,-118.75,291.60657,291.59744,0,0
173,29.5,-118.125,292.32043,291.97244,0,0
174,29.5,-117.5,292.01184,291.99588,0,0
175,29.5,-116.875,292.22668,292.22244,0,0
176,29.5,-116.25,291.422,291.41776,0,0
177,29.5,-115.625,291.08606,290.15994,0,0
178,29.5,-115.0,292.43372,289.6912,0,0
179,29.5,-114.375,291.77454,289.60526,0,0
180,30.0,-125.0,292.047,292.03494,0,0
181,30.0,-124.375,291.7423,291.73026,0,0
182,30.0,-123.75,291.7052,291.6912,0,0
183,30.0,-123.125,291.52747,291.51932,0,0
184,30.0,-122.5,291.2423,291.23026,0,0
185,30.0,-121.875,291.06165,291.05057,0,0
186,30.0,-121.25,291.14075,291.12088,0,0
187,30.0,-120.625,291.21106,291.18338,0,0
188,30.0,-120.0,291.29407,291.27713,0,0
189,30.0,-119.375,291.1466,291.14148,0,0
190,30.0,-118.75,290.95422,290.94617,0,0
191,30.0,-118.125,291.43372,291.40994,0,0
192,30.0,-117.5,292.05774,292.04276,0,0
193,30.0,-116.875,292.2589,292.25696,0,0
194,30.0,-116.25,291.21204,291.01932,0,0
195,30.0,-115.625,294.04016,289.78494,0,0
196,30.0,-115.0,290.09192,286.7537,0,0
197,30.0,-114.375,293.1261,291.97244,0,0
198,30.5,-125.0,291.94153,291.92557,0,0
199,30.5,-124.375,291.78918,291.78494,0,0
200,30.5,-123.75,291.71106,291.70682,0,0
201,30.5,-123.125,291.38684,291.3787,0,0
202,30.5,-122.5,290.89075,290.8787,0,0
203,30.5,-121.875,290.64075,290.6365,0,0
204,30.5,-121.25,290.52747,290.5115,0,0
205,30.5,-120.625,290.31262,290.30838,0,0
206,30.5,-120.0,290.62903,290.62088,0,0
207,30.5,-119.375,290.90344,290.89432,0,0
208,30.5,-118.75,290.7257,290.72244,0,0
209,30.5,-118.125,290.88,290.85526,0,0
210,30.5,-117.5,291.76965,291.74588,0,0
211,30.5,-116.875,291.73743,291.71463,0,0
212,30.5,-116.25,291.79504,290.48026,0,0
213,30.5,-115.625,291.40442,286.21463,0,0
214,30.5,-115.0,288.89856,284.97244,0,0
215,30.5,-114.375,293.58118,292.73807,0,0
216,31.0,-125.0,291.6183,291.61633,0,0
217,31.0,-124.375,291.6505,291.64432,0,0
218,31.0,-123.75,291.3849,291.36307,0,0
219,31.0,-123.125,290.79602,290.78494,0,0
220,31.0,-122.5,290.58215,290.5662,0,0
221,31.0,-121.875,290.2765,290.26526,0,0
222,31.0,-121.25,290.13977,290.12088,0,0
223,31.0,-120.625,289.98352,289.97244,0,0
224,31.0,-120.0,290.4757,290.46463,0,0
225,31.0,-119.375,290.76184,290.74588,0,0
226,31.0,-118.75,290.87903,290.87088,0,0
227,31.0,-118.125,290.81262,290.80057,0,0
228,31.0,-117.5,291.49524,291.47244,0,0
229,31.0,-116.875,291.2013,291.12088,0,0
230,31.0,-116.25,292.46887,289.30057,0,0
231,31.0,-115.625,285.73645,280.91776,0,0
232,31.0,-115.0,290.51868,286.33963,0,0
233,31.0,-114.375,292.7511,292.46463,0,0
234,31.5,-125.0,290.90735,290.9054,0,0
235,31.5,-124.375,290.88684,290.87088,0,0
236,31.5,-123.75,290.45325,290.43338,0,0
237,31.5,-123.125,289.7296,289.70682,0,0
238,31.5,-122.5,289.69153,289.65994,0,0
239,31.5,-121.875,289.64758,289.6287,0,0
240,31.5,-121.25,289.60364,289.58182,0,0
241,31.5,-120.625,289.86633,289.86307,0,0
242,31.5,-120.0,290.65247,290.6365,0,0
243,31.5,-119.375,290.7931,290.76932,0,0
244,31.5,-118.75,290.93372,290.91776,0,0
245,31.5,-118.125,290.69934,290.66776,0,0
246,31.5,-117.5,291.14563,291.12088,0,0
247,31.5,-116.875,292.09973,290.64432,0,0
248,31.5,-116.25,290.463,286.22244,0,0
249,31.5,-115.625,287.37122,282.62088,0,0
250,31.5,-115.0,292.55774,287.27713,0,0
251,31.5,-114.375,291.8595,290.48807,0,0
252,32.0,-125.0,290.3839,290.36307,0,0
253,32.0,-124.375,290.09485,290.08182,0,0
254,32.0,-123.75,289.67786,289.65994,0,0
255,32.0,-123.125,289.06067,289.03494,0,0
256,32.0,-122.5,288.45325,288.42557,0,0
257,32.0,-121.875,288.58313,288.5662,0,0
258,32.0,-121.25,288.96106,288.95276,0,0
259,32.0,-120.625,289.09192,289.08838,0,0
260,32.0,-120.0,289.9757,289.96838,0,0
261,32.0,-119.375,290.65442,290.64432,0,0
262,32.0,-118.75,290.52942,290.5115,0,0
263,32.0,-118.125,290.67395,290.64432,0,0
264,32.0,-117.5,290.54602,290.46463,0,0
265,32.0,-116.875,292.32922,288.92557,0,0
266,32.0,-116.25,286.53577,282.1404,0,0
267,32.0,-115.625,290.2296,284.89432,0,0
268,32.0,-115.0,294.0548,286.91776,0,0
269,32.0,-114.375,292.7755,286.71463,0,0
270,32.5,-125.0,290.3888,290.35526,0,0
271,32.5,-124.375,290.0968,290.08963,0,0
272,32.5,-123.75,289.6681,289.65213,0,0
273,32.5,-123.125,289.07727,289.05057,0,0
274,32.5,-122.5,288.12122,288.10526,0,0
275,32.5,-121.875,288.10754,288.09744,0,0
276,32.5,-121.25,288.88196,288.87744,0,0
277,32.5,-120.625,289.08606,289.07898,0,0
278,32.5,-120.0,289.088,289.074,0,0
279,32.5,-119.375,289.8507,289.84338,0,0
280,32.5,-118.75,290.30286,290.24588,0,0
281,32.5,-118.125,290.04797,289.99588,0,0
282,32.5,-117.5,290.9933,289.95682,0,0
283,32.5,-116.875,290.65735,286.72244,0,0
284,32.5,-116.25,287.18176,282.18338,0,0
285,32.5,-115.625,293.02844,286.199,0,0
286,32.5,-115.0,294.30774,286.62088,0,0
287,32.5,-114.375,293.69153,287.49588,0,0
288,33.0,-125.0,289.54504,289.5115,0,0
289,33.0,-124.375,290.02747,290.01932,0,0
290,33.0,-123.75,289.90833,289.90567,0,0
291,33.0,-123.125,289.26184,289.24588,0,0
292,33.0,-122.5,288.21985,288.20682,0,0
293,33.0,-121.875,287.88196,287.87088,0,0
294,33.0,-121.25,288.20618,288.199,0,0
295,33.0,-120.625,288.45227,288.43338,0,0
296,33.0,-120.0,288.17102,288.1365,0,0
297,33.0,-119.375,289.30188,289.12088,0,0
298,33.0,-118.75,290.22864,290.05838,0,0
299,33.0,-118.125,290.1466,289.64432,0,0
300,33.0,-117.5,291.24817,289.41776,0,0
301,33.0,-116.875,289.62122,285.40994,0,0
302,33.0,-116.25,289.95227,284.46463,0,0
303,33.0,-115.625,292.90833,286.4412,0,0
304,33.0,-115.0,293.46008,285.74588,0,0
305,33.0,-114.375,294.73938,287.43338,0,0
306,33.5,-125.0,288.53528,288.52713,0,0
307,33.5,-124.375,289.28137,289.27713,0,0
308,33.5,-123.75,289.65637,289.64432,0,0
309,33.5,-123.125,289.37903,289.37088,0,0
310,33.5,-122.5,288.99426,288.95682,0,0
311,33.5,-121.875,288.1007,288.09338,0,0
312,33.5,-121.25,287.79797,287.79602,0,0
313,33.5,-120.625,287.71204,287.61307,0,0
314,33.5,-120.0,287.85852,287.80057,0,0
315,33.5,-119.375,289.04016,289.0037,0,0
316,33.5,-118.75,289.8341,289.60526,0,0
317,33.5,-118.125,291.99036,289.27713,0,0
318,33.5,-117.5,292.713,288.23807,0,0
319,33.5,-116.875,288.4718,283.48807,0,0
320,33.5,-116.25,290.00012,284.574,0,0
321,33.5,-115.625,291.07727,284.45682,0,0
322,33.5,-115.0,292.32727,284.62088,0,0
323,33.5,-114.375,293.27942,284.93338,0,0
324,34.0,-125.0,288.32043,288.30057,0,0
325,34.0,-124.375,288.61633,288.60526,0,0
326,34.0,-123.75,288.60364,288.58963,0,0
327,34.0,-123.125,288.27356,288.2537,0,0
328,34.0,-122.5,288.3429,288.324,0,0
329,34.0,-121.875,288.40344,288.39432,0,0
330,34.0,-121.25,287.82043,287.8162,0,0
331,34.0,-120.625,287.86926,287.449,0,0
332,34.0,-120.0,289.11243,287.90994,0,0
333,34.0,-119.375,289.2843,288.41776,0,0
334,34.0,-118.75,292.6671,288.30057,0,0
335,34.0,-118.125,293.1349,286.47244,0,0
336,34.0,-117.5,291.66125,284.5037,0,0
337,34.0,-116.875,288.11194,281.91385,0,0
338,34.0,-116.25,287.42493,281.40213,0,0
339,34.0,-115.625,290.10413,282.55447,0,0
340,34.0,-115.0,291.39124,283.5623,0,0
341,34.0,-114.375,292.9015,284.3787,0,0
342,34.5,-125.0,288.35266,288.33963,0,0
343,34.5,-124.375,287.97473,287.9618,0,0
344,34.5,-123.75,287.71497,287.70682,0,0
345,34.5,-123.125,287.2599,287.21463,0,0
346,34.5,-122.5,287.1173,287.10526,0,0
347,34.5,-121.875,287.58215,287.55838,0,0
348,34.5,-121.25,287.36633,287.33182,0,0
349,34.5,-120.625,289.9425,286.92557,0,0
350,34.5,-120.0,291.28625,286.65994,0,0
351,34.5,-119.375,289.54797,284.92557,0,0
352,34.5,-118.75,290.12415,283.83182,0,0
353,34.5,-118.125,289.64075,282.22244,0,0
354,34.5,-117.5,287.0182,279.9998,0,0
355,34.5,-116.875,286.10803,278.92166,0,0
356,34.5,-116.25,288.97766,280.83963,0,0
357,34.5,-115.625,291.21545,282.9998,0,0
358,34.5,-115.0,289.89124,282.64822,0,0
359,34.5,-114.375,291.84924,283.52322,0,0
360,35.0,-125.0,288.14465,288.12088,0,0
361,35.0,-124.375,287.01282,287.00085,0,0
362,35.0,-123.75,287.10657,287.09744,0,0
363,35.0,-123.125,286.87415,286.83963,0,0
364,35.0,-122.5,286.4796,286.45682,0,0
365,35.0,-121.875,286.588,286.55838,0,0
366,35.0,-121.25,286.98547,286.46463,0,0
367,35.0,-120.625,291.24915,285.65213,0,0
368,35.0,-120.0,293.37415,283.93338,0,0
369,35.0,-119.375,290.984,283.8201,0,0
370,35.0,-118.75,288.6725,282.7029,0,0
371,35.0,-118.125,286.96692,280.67557,0,0
372,35.0,-117.5,287.5304,280.46463,0,0
373,35.0,-116.875,287.54602,279.89432,0,0
374,35.0,-116.25,289.93518,281.35135,0,0
375,35.0,-115.625,287.339,279.6912,0,0
376,35.0,-115.0,286.73547,280.35916,0,0
377,35.0,-114.375,288.94592,281.4529,0,0
378,35.5,-125.0,287.66516,287.6571,0,0
379,35.5,-124.375,286.41614,286.40994,0,0
380,35.5,-123.75,286.39075,286.3865,0,0
381,35.5,-123.125,286.36243,286.35526,0,0
382,35.5,-122.5,286.0255,286.01932,0,0
383,35.5,-121.875,286.1681,286.05057,0,0
384,35.5,-121.25,288.37512,285.73026,0,0
385,35.5,-120.625,292.64368,284.64432,0,0
386,35.5,-120.0,293.68958,284.58182,0,0
387,35.5,-119.375,295.52942,287.77713,0,0
388,35.5,-118.75,291.57434,284.77713,0,0
389,35.5,-118.125,286.068,279.16385,0,0
390,35.5,-117.5,288.2975,280.8748,0,0
391,35.5,-116.875,288.24182,280.08572,0,0
392,35.5,-116.25,289.88245,281.15604,0,0
393,35.5,-115.625,286.25452,278.23807,0,0
394,35.5,-115.0,284.81897,277.7654,0,0
395,35.5,-114.375,286.6222,279.78104,0,0
396,36.0,-125.0,287.10266,287.08182,0,0
397,36.0,-124.375,286.35266,286.33963,0,0
398,36.0,-123.75,286.088,286.074,0,0
399,36.0,-123.125,285.74915,285.73807,0,0
400,36.0,-122.5,285.34485,285.3162,0,0
401,36.0,-121.875,286.43567,285.23026,0,0
402,36.0,-121.25,291.56946,285.08182,0,0
403,36.0,-120.625,293.44055,284.1912,0,0
404,36.0,-120.0,293.80188,284.41776,0,0
405,36.0,-119.375,294.91614,286.40994,0,0
406,36.0,-118.75,291.2931,283.83963,0,0
407,36.0,-118.125,284.01038,275.7654,0,0
408,36.0,-117.5,286.61975,278.47244,0,0
409,36.0,-116.875,289.14026,280.22635,0,0
410,36.0,-116.25,289.7682,280.61697,0,0
411,36.0,-115.625,286.10608,278.3162,0,0
412,36.0,-115.0,287.1725,280.1404,0,0
413,36.0,-114.375,286.71887,279.80057,0,0
414,36.5,-125.0,286.87805,286.84744,0,0
415,36.5,-124.375,286.18665,286.17557,0,0
416,36.5,-123.75,286.06458,286.05057,0,0
417,36.5,-123.125,285.5968,285.58182,0,0
418,36.5,-122.5,285.0089,285.0037,0,0
419,36.5,-121.875,287.79895,284.54276,0,0
420,36.5,-121.25,293.28186,283.96072,0,0
421,36.5,-120.625,293.13635,283.74197,0,0
422,36.5,-120.0,293.2423,283.949,0,0
423,36.5,-119.375,293.87317,286.14432,0,0
424,36.5,-118.75,284.96985,280.77713,0,0
425,36.5,-118.125,281.828,273.2908,0,0
426,36.5,-117.5,287.06067,278.43338,0,0
427,36.5,-116.875,289.40735,279.6287,0,0
428,36.5,-116.25,288.14026,278.6951,0,0
429,36.5,-115.625,283.77014,276.62088,0,0
430,36.5,-115.0,285.47766,277.66385,0,0
431,36.5,-114.375,287.089,278.98026,0,0
432,37.0,-125.0,286.87512,286.86307,0,0
433,37.0,-124.375,286.1593,286.14432,0,0
434,37.0,-123.75,285.98352,285.9762,0,0
435,37.0,-123.125,285.6183,285.609,0,0
436,37.0,-122.5,286.46106,284.90213,0,0
437,37.0,-121.875,289.39172,283.77713,0,0
438,37.0,-121.25,292.6754,283.2498,0,0
439,37.0,-120.625,293.0055,283.54666,0,0
440,37.0,-120.0,291.8141,283.23416,0,0
441,37.0,-119.375,289.43567,282.47244,0,0
442,37.0,-118.75,281.5255,274.2537,0,0
443,37.0,-118.125,282.11487,274.52713,0,0
444,37.0,-117.5,285.82776,277.0037,0,0
445,37.0,-116.875,286.2755,276.95682,0,0
446,37.0,-116.25,285.42444,276.6365,0,0
447,37.0,-115.625,283.43494,275.70877,0,0
448,37.0,-115.0,284.56555,276.48807,0,0
449,37.0,-114.375,286.40002,277.86307,0,0
450,37.5,-125.0,286.85266,286.8446,0,0
451,37.5,-124.375,286.22083,286.21463,0,0
452,37.5,-123.75,285.66028,285.64432,0,0
453,37.5,-123.125,285.33508,285.23807,0,0
454,37.5,-122.5,287.9259,284.3162,0,0
455,37.5,-121.875,291.04407,282.36307,0,0
456,37.5,-121.25,291.6881,282.5623,0,0
457,37.5,-120.625,291.41565,282.8904,0,0
458,37.5,-120.0,289.69153,281.92557,0,0
459,37.5,-119.375,282.34436,276.52713,0,0
460,37.5,-118.75,281.0758,274.2654,0,0
461,37.5,-118.125,283.24475,275.54276,0,0
462,37.5,-117.5,282.51794,275.00955,0,0
463,37.5,-116.875,282.82532,274.92557,0,0
464,37.5,-116.25,282.10193,274.93533,0,0
465,37.5,-115.625,281.44885,274.64822,0,0
466,37.5,-115.0,282.34143,274.92166,0,0
467,37.5,-114.375,282.12292,274.80643,0,0
468,38.0,-125.0,286.4015,286.3865,0,0
469,38.0,-124.375,285.75696,285.75085,0,0
470,38.0,-123.75,285.1632,285.15588,0,0
471,38.0,-123.125,285.74573,283.6951,0,0
472,38.0,-122.5,287.22327,282.71072,0,0
473,38.0,-121.875,290.06458,281.73026,0,0
474,38.0,-121.25,291.71985,282.90994,0,0
475,38.0,-120.625,289.78674,282.8123,0,0
476,38.0,-120.0,285.63928,278.7654,0,0
477,38.0,-119.375,280.72083,273.33963,0,0
478,38.0,-118.75,282.54944,276.1873,0,0
479,38.0,-118.125,281.48108,274.33182,0,0
480,38.0,-117.5,281.0343,274.02322,0,0
481,38.0,-116.875,280.44666,273.58768,0,0
482,38.0,-116.25,280.39612,273.90213,0,0
483,38.0,-115.625,279.95276,273.58963,0,0
484,38.0,-115.0,280.72644,274.03494,0,0
485,38.0,-114.375,279.2787,272.39822,1,1
486,38.5,-125.0,286.04797,286.02713,0,0
487,38.5,-124.375,285.16614,285.15213,0,0
488,38.5,-123.75,285.42297,284.5115,0,0
489,38.5,-123.125,287.11047,282.55838,0,0
490,38.5,-122.5,287.35657,280.3162,0,0
491,38.5,-121.875,290.00403,282.12088,0,0
492,38.5,-121.25,291.4215,283.2498,0,0
493,38.5,-120.625,287.97278,281.29276,0,0
494,38.5,-120.0,282.76624,276.5076,0,0
495,38.5,-119.375,281.56433,275.99393,0,0
496,38.5,-118.75,283.11438,276.36697,0,0
497,38.5,-118.125,280.9176,273.46854,0,0
498,38.5,-117.5,279.72888,272.98807,1,1
499,38.5,-116.875,278.78406,271.26346,1,1
500,38.5,-116.25,278.84998,272.7908,1,1
501,38.5,-115.625,279.2655,272.75174,1,1
502,38.5,-115.0,278.93176,271.80252,2,1
503,38.5,-114.375,277.34375,269.59256,2,1
504,39.0,-125.0,286.2179,286.17557,0,0
505,39.0,-124.375,284.97278,284.8787,0,0
506,39.0,-123.75,285.86438,283.08182,0,0
507,39.0,-123.125,287.1427,281.77713,0,0
508,39.0,-122.5,286.6422,279.77713,0,0
509,39.0,-121.875,290.6505,281.98026,0,0
510,39.0,-121.25,290.87024,283.5115,0,0
511,39.0,-120.625,285.5475,279.24588,0,0
512,39.0,-120.0,281.35925,274.9861,0,0
513,39.0,-119.375,280.9823,275.20877,0,0
514,39.0,-118.75,282.04993,273.84354,0,0
515,39.0,-118.125,281.31824,273.7283,0,0
516,39.0,-117.5,278.9796,271.8904,1,1
517,39.0,-116.875,278.13586,269.32596,1,1
518,39.0,-116.25,277.48248,268.46402,2,1
519,39.0,-115.625,277.11285,268.57132,2,1
520,39.0,-115.0,277.82947,269.34354,2,1
521,39.0,-114.375,276.73248,268.9202,2,1
522,39.5,-125.0,285.77356,285.7615,0,0
523,39.5,-124.375,284.86438,284.62088,0,0
524,39.5,-123.75,285.77844,282.2537,0,0
525,39.5,-123.125,285.61584,278.9412,0,0
526,39.5,-122.5,287.172,279.87088,0,0
527,39.5,-121.875,291.45862,283.2654,0,0
528,39.5,-121.25,288.14514,281.42947,0,0
529,39.5,-120.625,282.5714,276.67557,0,0
530,39.5,-120.0,280.54944,273.98026,0,0
531,39.5,-119.375,279.57678,273.38455,0,0
532,39.5,-118.75,281.14148,274.2244,0,0
533,39.5,-118.125,282.25256,274.68338,0,0
534,39.5,-117.5,279.61,272.63846,1,1
535,39.5,-116.875,278.21783,269.58524,1,1
536,39.5,-116.25,277.06766,268.37198,2,1
537,39.5,-115.625,276.41962,268.03128,3,1
538,39.5,-115.0,277.22577,268.53543,2,1
539,39.5,-114.375,276.77032,268.8965,2,1
540,40.0,-125.0,285.214,285.199,0,0
541,40.0,-124.375,285.00842,283.79666,0,0
542,40.0,-123.75,285.9884,280.40994,0,0
543,40.0,-123.125,284.28625,276.9529,0,0
544,40.0,-122.5,287.21692,279.0076,0,0
545,40.0,-121.875,290.1261,282.98807,0,0
546,40.0,-121.25,282.96936,276.35135,0,0
547,40.0,-120.625,279.87244,272.5408,1,1
548,40.0,-120.0,279.13513,273.04666,1,1
549,40.0,-119.375,278.94153,273.34354,0,0
550,40.0,-118.75,280.18396,274.0115,0,0
551,40.0,-118.125,281.16492,274.30252,0,0
552,40.0,-117.5,280.17322,273.68924,0,0
553,40.0,-116.875,278.0575,270.074,2,1
554,40.0,-116.25,276.6234,268.04852,3,1
555,40.0,-115.625,276.41455,268.0242,3,1
556,40.0,-115.0,276.8306,268.28806,2,1
557,40.0,-114.375,276.45453,268.70633,2,1
558,40.5,-125.0,284.89465,284.86307,0,0
559,40.5,-124.375,285.94592,282.48416,0,0
